user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
28181,148126,2024-10-26 19:53:25,Lawyer,Gemini,Essay Writing,6,high,10.0,4.57057505137111,54.29,high,10,3,8.03,0,0,none,9,high,1,freemium,27,low
39882,109069,2023-03-29 08:31:05,Data Scientist,AutoGPT,Image Generation,2,medium,7.0,4.754747690373442,22.45,medium,6,6,6.55,0,1,incomplete,9,medium,1,freemium,32,low
36785,132278,2024-11-24 23:23:08,Business Analyst,Pictory,Image Generation,3,high,7.5,3.234245751233135,42.66,medium,6,3,6.83,1,0,none,7,high,0,paid,45,low
18733,157373,2024-09-07 21:46:30,Software Developer,Gemini,Video Creation,3,medium,7.5,4.5791385543788845,29.21,medium,7,5,3.02,1,0,none,5,medium,0,free,24,high
26872,30409,2024-10-17 20:55:01,Pharmacist,Canva AI,UI Design,3,medium,7.5,4.147141988052114,33.53,medium,7,3,6.34,0,1,hallucination,9,low,0,freemium,31,low
30532,195912,2024-05-31 15:50:32,Nurse,Notion AI,Data Analysis,1,medium,6.5,4.337883344152039,21.62,medium,7,4,4.24,0,0,none,5,low,1,free,29,low
15608,145751,2023-01-16 20:51:15,Video Editor,Pictory,Code Generation,2,high,7.0,4.613746153284797,23.86,medium,6,5,5.01,1,1,hallucination,10,low,0,free,28,medium
21758,172382,2023-05-28 00:38:03,Accountant,AutoGPT,Marketing Copy,2,high,7.0,5.071758215001772,19.28,medium,6,4,7.15,0,0,none,8,high,0,freemium,55,medium
26013,27975,2024-07-03 16:35:39,Video Editor,Claude,Exam Preparation,2,low,7.0,4.992753358344331,20.07,medium,6,6,6.29,1,1,hallucination,6,high,0,paid,8,medium
6065,168649,2024-10-15 09:28:03,HR Manager,Pictory,Code Generation,6,low,9.0,3.75123580500278,52.49,high,9,3,6.68,0,0,none,10,medium,0,free,43,high
49304,69805,2023-11-15 06:42:32,Sales Executive,Claude,Learning New Topic,5,high,8.5,3.5004588970993145,50.0,high,8,3,8.43,0,1,irrelevant,9,low,1,free,32,medium
42303,182515,2024-08-14 10:34:05,Data Scientist,Perplexity AI,Marketing Copy,3,low,7.5,4.580438606748246,29.2,medium,7,5,3.24,0,0,none,10,medium,0,free,46,medium
43112,60430,2023-04-20 05:59:25,Lawyer,ChatGPT,Business Strategy,2,low,7.0,5.511062480195691,14.89,medium,7,6,5.33,0,0,none,10,high,0,paid,35,low
46131,10449,2024-12-13 03:37:01,Lawyer,Replit Ghostwriter,Medical Notes,5,medium,8.5,6.008830416562514,24.91,high,8,5,8.03,0,1,hallucination,10,high,0,freemium,12,medium
24505,110029,2023-08-05 12:51:58,Business Analyst,Claude,Essay Writing,1,high,6.5,5.44934744012623,10.51,medium,6,4,4.79,0,1,incomplete,5,low,1,free,36,low
20764,70841,2024-02-03 07:26:30,Teacher,Midjourney,UI Design,5,low,8.5,3.3580648872666634,51.42,high,7,2,7.25,1,0,none,8,high,1,free,16,medium
22699,133765,2023-11-15 03:58:02,Software Developer,Gemini,Exam Preparation,1,high,6.5,4.192920001129221,23.07,medium,5,4,3.01,1,0,none,8,low,1,freemium,57,high
34157,117803,2024-02-17 15:59:11,Video Editor,Replit Ghostwriter,Learning New Topic,2,high,7.0,5.260055924120193,17.4,medium,6,4,8.98,1,1,hallucination,7,low,0,free,41,medium
35661,181590,2023-06-02 15:50:25,Doctor,AutoGPT,Resume Building,5,high,8.5,3.149205774570244,53.51,high,7,3,6.26,0,1,irrelevant,6,medium,1,free,19,medium
256,25517,2023-07-26 11:25:32,Mechanical Engineer,Grammarly AI,Presentation Creation,3,high,7.5,6.232505131569582,12.67,medium,7,6,5.49,1,0,none,6,low,0,paid,33,high
14932,165853,2023-07-10 05:31:20,Video Editor,Notion AI,UI Design,2,high,7.0,4.153341573589261,28.47,medium,7,4,5.18,1,0,none,8,high,0,free,35,high
35679,19234,2023-08-01 15:31:47,Video Editor,Grammarly AI,Data Analysis,3,low,7.5,4.825772436263786,26.74,medium,8,6,4.23,1,0,none,6,high,0,paid,55,medium
1750,144532,2023-08-16 16:29:30,Software Developer,Perplexity AI,Blog Writing,6,medium,9.0,5.457885517449037,35.42,high,8,5,5.19,1,0,none,5,low,1,freemium,51,medium
24679,115972,2024-06-22 19:17:56,Sales Executive,AutoGPT,Image Generation,2,high,7.0,6.614663006616961,3.85,medium,7,5,3.6,1,0,none,7,medium,1,freemium,57,medium
22144,138295,2023-11-21 15:29:46,Electrical Engineer,Claude,Code Debugging,2,low,7.0,5.790363819904717,12.1,medium,6,4,3.35,0,0,none,8,low,0,free,23,high
42632,41544,2023-12-15 03:57:37,Video Editor,DALL-E,Marketing Copy,4,medium,8.0,3.303536602617192,46.96,high,8,2,3.25,1,0,none,7,low,1,free,47,medium
2118,190439,2023-06-29 02:48:04,Doctor,Canva AI,Legal Drafting,6,low,9.0,5.7348951320377894,32.65,high,8,4,8.78,0,0,none,6,low,1,free,28,low
12763,61921,2023-05-07 15:34:35,Business Analyst,GitHub Copilot,Data Analysis,5,high,8.5,4.330029199592541,41.7,high,9,5,3.99,0,0,none,9,low,0,paid,59,high
4114,29112,2023-10-15 00:18:48,Marketing Manager,Grammarly AI,Business Strategy,5,high,8.5,4.407275253055922,40.93,high,8,5,8.39,0,0,none,6,low,1,free,58,low
34193,54972,2024-01-28 05:08:12,Accountant,Runway AI,Data Analysis,6,low,9.0,5.2346174790493585,37.65,high,8,3,7.58,1,0,none,5,medium,1,free,7,high
32527,28702,2023-10-25 07:34:26,Accountant,Cursor AI,Email Drafting,3,low,7.5,6.53017807540788,9.7,medium,8,5,5.53,1,0,none,7,medium,1,free,9,medium
1077,40935,2024-04-28 19:27:01,Architect,Claude,Code Debugging,1,low,6.5,6.982788927965343,-4.83,medium,5,7,4.05,0,0,none,5,medium,1,free,32,low
39737,87559,2023-08-24 03:22:42,Judge,Replit Ghostwriter,Code Debugging,6,high,9.0,6.4463739611207185,25.54,high,9,5,8.17,1,0,none,10,high,0,free,40,low
2038,81302,2024-07-23 20:29:33,Military Officer,Replit Ghostwriter,Blog Writing,1,medium,6.5,3.466063436761669,30.34,medium,7,2,3.34,1,0,none,10,high,1,freemium,53,medium
7766,105007,2023-09-18 00:04:26,YouTuber,Canva AI,Legal Drafting,3,high,7.5,6.575470148068876,9.25,medium,7,5,3.99,0,1,irrelevant,8,medium,0,free,49,low
3256,121041,2023-12-23 10:01:29,HR Manager,Cursor AI,Presentation Creation,2,low,7.0,4.7272827987325705,22.73,medium,6,5,6.73,1,1,hallucination,10,medium,0,free,56,low
38512,111857,2023-02-26 23:20:35,Content Creator,Canva AI,Learning New Topic,4,medium,8.0,4.731744534475137,32.68,high,7,3,4.43,0,0,none,6,high,1,free,36,medium
10003,109061,2024-01-05 18:36:17,Interior Designer,Perplexity AI,Legal Drafting,6,medium,9.0,3.431807806308007,55.68,high,9,3,5.6,1,0,none,10,medium,1,paid,38,low
29133,35851,2023-04-30 17:42:18,Professor,Grammarly AI,Essay Writing,2,low,9.5,4.633042998323102,48.67,high,8,5,7.71,1,0,none,8,high,1,paid,59,high
11419,80597,2024-09-16 09:30:30,Researcher,Runway AI,Data Analysis,3,low,7.5,3.2664194707729486,42.34,medium,7,2,3.58,1,0,none,10,high,0,free,12,high
3806,125840,2023-12-08 06:53:58,Interior Designer,Perplexity AI,Blog Writing,2,low,7.0,3.104392124745771,38.96,medium,6,2,8.49,0,0,none,8,medium,1,freemium,7,medium
13848,100704,2024-06-05 03:31:12,HR Manager,Runway AI,UI Design,6,high,9.0,4.591352285889693,44.09,high,8,3,3.46,0,0,none,7,low,0,freemium,5,high
13924,22124,2024-10-28 16:51:29,Judge,Midjourney,Research Summary,6,low,9.0,3.066397807213991,59.34,high,8,4,8.76,1,0,none,5,high,1,free,48,low
12535,14636,2024-02-11 18:29:17,YouTuber,Canva AI,Essay Writing,5,low,8.5,3.4025586595692836,50.97,high,8,2,6.92,1,1,irrelevant,5,medium,0,paid,50,low
16674,57278,2023-01-24 01:58:27,Interior Designer,Gemini,Video Creation,3,medium,7.5,5.054184499258408,24.46,medium,8,6,4.33,1,0,none,5,low,0,freemium,36,high
616,76725,2023-06-07 00:10:54,HR Manager,Cursor AI,Legal Drafting,1,medium,6.5,6.5100524091742304,-0.1,medium,6,7,7.21,0,0,none,8,high,0,paid,50,low
36352,58179,2024-08-24 16:44:30,YouTuber,GitHub Copilot,Presentation Creation,6,medium,9.0,4.834713003284984,41.65,high,8,5,5.16,1,1,hallucination,9,low,0,paid,40,medium
41653,27767,2024-08-04 13:57:08,Software Developer,Cursor AI,Marketing Copy,2,low,7.0,3.6437739197498207,33.56,medium,7,4,5.69,0,0,none,6,low,1,paid,17,high
3719,164914,2024-03-26 05:47:28,Teacher,Notion AI,Business Strategy,6,high,9.0,3.383964131948917,56.16,high,8,1,6.48,1,0,none,7,high,0,freemium,32,high
20481,2825,2024-11-26 23:10:20,Mechanical Engineer,Grammarly AI,Learning New Topic,5,low,8.5,4.944356520771698,35.56,high,7,4,5.7,1,0,none,8,high,0,paid,59,high
3175,112034,2024-08-14 10:26:23,Mechanical Engineer,Claude,Code Generation,2,medium,7.0,4.352542036743923,26.47,medium,6,3,3.51,1,0,none,9,low,1,free,42,high
3560,122905,2023-09-27 18:32:07,HR Manager,Gemini,UI Design,4,low,8.0,3.639336344262696,43.61,high,7,4,3.54,0,0,none,7,low,0,free,20,medium
15564,186318,2024-12-01 04:41:26,Marketing Manager,AutoGPT,Code Debugging,2,medium,7.0,3.3223945393985597,36.78,medium,6,2,3.16,0,0,none,7,high,0,freemium,18,high
10590,21550,2024-01-07 02:29:03,Consultant,Cursor AI,Business Strategy,4,medium,8.0,4.094262000550415,39.06,high,7,3,6.89,1,0,none,7,low,0,free,48,low
35519,32545,2024-12-24 18:56:57,Researcher,Synthesia,Blog Writing,5,medium,8.5,4.722495751492195,37.78,high,9,5,8.93,1,0,none,9,medium,0,freemium,48,low
49204,111098,2024-01-01 13:52:20,Software Developer,Claude,Email Drafting,6,low,9.0,5.058605128168686,39.41,high,9,4,4.61,1,0,none,7,medium,0,paid,59,medium
16650,72262,2023-05-04 01:43:45,Data Scientist,Runway AI,Code Generation,1,medium,6.5,4.025170485948401,24.75,medium,5,5,4.72,0,0,none,9,high,1,free,47,medium
47699,141913,2024-10-29 11:03:33,Judge,Replit Ghostwriter,Research Summary,3,high,7.5,6.989195646143925,5.11,medium,6,7,8.87,0,0,none,5,low,0,paid,9,low
4647,59240,2023-05-25 19:16:45,Professor,GitHub Copilot,Legal Drafting,5,high,8.5,3.534950944688884,49.65,high,9,3,6.03,0,0,none,8,low,0,free,38,low
30091,61827,2023-05-05 14:00:32,YouTuber,Claude,Marketing Copy,6,medium,9.0,6.810037199990525,21.9,high,8,5,8.74,1,0,none,7,low,0,freemium,29,low
34221,102623,2023-08-11 13:49:19,Teacher,Claude,Presentation Creation,2,medium,7.0,4.2827953612988034,27.17,medium,6,4,6.03,1,1,incomplete,9,low,1,paid,45,low
12504,130181,2024-02-24 01:53:36,YouTuber,DALL-E,Video Creation,5,high,8.5,6.520310835715202,19.8,high,7,6,3.41,0,0,none,9,high,1,free,11,low
884,64847,2024-01-24 16:37:50,Marketing Manager,AutoGPT,Exam Preparation,6,medium,9.0,3.586677960947876,54.13,high,8,3,4.44,1,0,none,6,low,0,free,57,medium
29844,23478,2024-11-13 10:49:46,Judge,Synthesia,Blog Writing,4,medium,8.0,5.5891933917835885,24.11,high,8,5,6.32,1,1,hallucination,5,high,0,freemium,24,low
49656,141556,2023-03-11 13:03:37,Judge,AutoGPT,Essay Writing,4,high,8.0,3.796136731635931,42.04,high,8,3,3.45,1,0,none,6,low,0,paid,50,low
5415,20337,2023-06-11 20:10:10,Mechanical Engineer,AutoGPT,Presentation Creation,3,high,7.5,3.742616230066604,37.57,medium,8,5,6.4,0,0,none,10,low,1,free,31,low
15342,14270,2024-09-12 12:02:32,HR Manager,Grammarly AI,UI Design,6,low,9.0,5.879982071160557,31.2,high,8,7,4.16,1,1,irrelevant,8,medium,0,paid,15,high
17082,188625,2024-10-25 20:08:08,Police Officer,Notion AI,Blog Writing,4,high,8.0,3.37866572555831,46.21,high,7,4,5.0,1,0,none,7,low,0,free,25,low
40671,21076,2023-12-10 22:51:28,Data Scientist,Pictory,Learning New Topic,6,medium,9.0,5.718238169815062,32.82,high,8,5,7.39,1,0,none,5,low,0,paid,21,high
44864,151227,2023-10-15 19:00:36,Graphic Designer,Runway AI,Code Debugging,6,medium,9.0,4.9569634263657045,40.43,high,8,5,8.23,1,0,none,6,high,1,freemium,53,medium
49458,36632,2023-01-13 18:20:17,Graphic Designer,Synthesia,Research Summary,2,high,7.0,5.755396967988284,12.45,medium,7,7,5.42,1,0,none,5,medium,0,free,45,low
5199,33379,2023-04-13 10:21:25,Mechanical Engineer,Replit Ghostwriter,Exam Preparation,1,low,6.5,4.158862994017074,23.41,medium,6,4,5.36,1,1,incomplete,8,high,0,freemium,34,high
26853,119350,2024-03-18 01:06:53,Video Editor,ChatGPT,Code Generation,6,high,9.0,6.969075259313798,20.31,high,9,6,6.19,1,0,none,8,high,1,freemium,41,high
33169,30410,2024-03-14 08:27:05,Marketing Manager,Pictory,Learning New Topic,5,high,8.5,3.1069951216118477,53.93,high,9,3,6.23,1,1,incomplete,8,low,1,paid,5,medium
12112,13321,2023-04-26 02:03:10,Sales Executive,Notion AI,Business Strategy,6,high,9.0,4.636369801608773,43.64,high,8,5,5.57,0,0,none,6,high,1,free,17,medium
20006,78555,2023-12-28 14:57:08,Data Scientist,Claude,Image Generation,4,high,8.0,4.249156112902154,37.51,high,7,3,6.28,1,0,none,6,medium,1,freemium,24,high
40108,66263,2024-09-12 08:42:39,Entrepreneur,Notion AI,Exam Preparation,6,low,9.0,3.2404624614680166,57.6,high,8,1,4.04,0,0,none,9,high,1,paid,24,low
32983,91326,2023-04-11 01:41:16,HR Manager,Synthesia,Email Drafting,1,medium,6.5,6.064047817860292,4.36,medium,7,5,7.28,0,1,irrelevant,8,medium,1,free,5,high
33396,175070,2023-01-28 17:24:46,Civil Engineer,Grammarly AI,Code Generation,5,high,8.5,6.383911688904844,21.16,high,9,7,4.31,0,0,none,10,low,0,paid,12,high
28223,106632,2023-02-10 04:06:03,Scientist,Runway AI,Exam Preparation,2,low,7.0,6.921023468004247,0.79,medium,6,5,7.83,1,0,none,7,low,1,free,47,medium
40327,100861,2024-08-01 07:42:26,Civil Engineer,AutoGPT,Video Creation,3,medium,7.5,3.781687503776087,37.18,medium,7,5,6.02,0,0,none,6,medium,0,freemium,10,medium
40288,148608,2023-10-07 11:55:16,Student,Synthesia,Code Debugging,6,low,9.0,6.337411505495045,26.63,high,9,5,7.84,1,0,none,8,medium,1,freemium,20,low
27662,99909,2023-05-09 18:01:52,Graphic Designer,DALL-E,UI Design,3,high,7.5,6.405739202271883,10.94,medium,7,6,6.84,0,0,none,6,low,1,paid,5,high
34114,79304,2023-03-18 11:41:16,Sales Executive,Replit Ghostwriter,Code Debugging,6,medium,9.0,6.246043743640726,27.54,high,9,7,5.47,1,0,none,10,high,0,free,40,medium
31949,174959,2023-05-17 12:16:08,Graphic Designer,Pictory,Video Creation,5,high,8.5,6.800177728196211,17.0,high,7,6,6.45,1,1,hallucination,10,high,1,freemium,45,high
47052,5005,2024-11-13 02:01:12,Marketing Manager,Cursor AI,Blog Writing,3,high,7.5,5.419890380150083,20.8,medium,7,3,3.6,0,1,incomplete,8,medium,0,paid,32,medium
24967,68301,2024-01-09 21:44:48,YouTuber,Cursor AI,Presentation Creation,6,high,9.0,4.499387711028341,45.01,high,8,5,8.63,0,1,incomplete,5,medium,1,freemium,19,high
4584,86769,2023-01-30 11:01:02,Professor,Pictory,Legal Drafting,4,low,8.0,6.609827276090948,13.9,high,8,5,7.06,0,0,none,5,low,0,freemium,11,medium
15237,91979,2023-02-28 02:48:45,Accountant,Grammarly AI,Business Strategy,3,high,7.5,4.640723102486918,28.59,medium,8,5,8.63,1,1,hallucination,5,low,0,freemium,34,high
8115,13731,2024-10-08 10:10:06,Civil Engineer,Gemini,Code Generation,4,low,8.0,5.012540472167055,29.87,high,7,4,8.8,1,0,none,10,high,1,paid,38,high
14552,139735,2023-07-03 03:37:58,Interior Designer,Notion AI,Marketing Copy,6,medium,9.0,3.646750942569511,53.53,high,8,4,3.65,0,1,incomplete,8,low,0,freemium,15,medium
15266,174411,2024-09-08 20:23:56,YouTuber,Grammarly AI,Code Generation,6,medium,9.0,3.404933280209821,55.95,high,9,4,8.4,1,0,none,6,low,0,free,20,medium
12493,135249,2023-06-06 07:37:25,Lawyer,ChatGPT,Code Generation,4,high,8.0,6.801328544412276,11.99,high,8,7,3.68,0,0,none,6,high,1,freemium,30,high
1893,23474,2024-06-05 15:05:00,Researcher,Runway AI,Code Generation,2,medium,7.0,3.3955050029936618,36.04,medium,7,4,5.82,0,0,none,10,low,0,paid,41,high
45118,81172,2023-02-18 17:22:24,Consultant,Canva AI,Code Generation,4,low,8.0,4.878538230358073,31.21,high,7,3,8.84,0,0,none,6,high,0,paid,52,high
5932,159466,2023-12-29 16:28:37,Pharmacist,GitHub Copilot,Image Generation,4,high,8.0,3.571129656853979,44.29,high,7,4,7.44,1,1,incomplete,9,medium,0,freemium,56,medium
12549,162588,2024-07-23 10:13:12,Video Editor,Synthesia,Image Generation,6,medium,9.0,5.782972835295635,32.17,high,8,4,7.88,0,0,none,8,low,1,paid,33,high
37263,103875,2023-04-27 11:49:03,Interior Designer,Pictory,Research Summary,3,medium,7.5,5.442949319755142,20.57,medium,8,6,6.62,0,0,none,5,low,0,paid,48,high
18840,101501,2023-09-15 04:58:48,Pharmacist,AutoGPT,Research Summary,6,low,9.0,3.7957446930183902,52.04,high,8,5,5.86,1,0,none,9,high,1,free,17,medium
1995,120087,2024-06-08 02:09:32,Nurse,Canva AI,Business Strategy,6,low,9.0,6.555553247249422,24.44,high,8,7,3.99,1,0,none,8,high,0,freemium,29,medium
24029,122905,2024-10-06 03:39:04,Interior Designer,Perplexity AI,UI Design,6,medium,9.0,6.474904638201281,25.25,high,8,6,3.67,0,1,irrelevant,7,low,0,freemium,31,low
6061,173275,2023-10-31 14:32:49,Journalist,Midjourney,Blog Writing,6,medium,9.0,4.003277640294618,49.97,high,8,5,6.21,1,0,none,5,high,0,free,56,medium
18100,187607,2024-08-06 20:38:46,Video Editor,Synthesia,UI Design,5,high,8.5,3.916260551989996,45.84,high,7,4,8.54,0,0,none,6,high,0,paid,20,low
20494,35680,2024-11-16 23:09:06,Architect,AutoGPT,Video Creation,6,medium,9.0,4.0278810290995075,49.72,high,8,5,8.96,0,0,none,9,low,0,freemium,12,high
13360,4664,2023-09-29 15:00:09,Doctor,Gemini,Essay Writing,2,high,9.5,5.974065980308982,35.26,high,9,6,4.21,0,0,none,10,high,0,freemium,26,low
8611,55979,2023-05-18 00:58:26,Data Scientist,DALL-E,Marketing Copy,3,low,7.5,6.403832663210164,10.96,medium,8,6,8.27,1,0,none,7,low,0,free,8,medium
27501,163082,2024-12-14 19:56:25,Content Creator,Claude,Learning New Topic,6,low,9.0,6.310715312792747,26.89,high,8,5,7.03,1,0,none,7,high,1,freemium,36,high
35760,73490,2024-02-26 20:52:00,Police Officer,Perplexity AI,Exam Preparation,2,high,7.0,4.616198763707007,23.84,medium,7,4,7.64,0,0,none,10,low,0,free,50,high
49163,63671,2023-08-12 05:16:05,Video Editor,Claude,Research Summary,4,low,8.0,3.4919324563706313,45.08,high,7,4,5.23,0,0,none,7,high,0,free,6,low
43223,157259,2024-10-06 03:28:33,Teacher,AutoGPT,Exam Preparation,6,high,9.0,3.3235099934219026,56.76,high,9,4,8.69,0,0,none,5,low,1,free,56,low
32043,104487,2023-03-12 01:57:31,Judge,DALL-E,Data Analysis,1,medium,6.5,5.498772798046076,10.01,medium,6,5,4.05,0,0,none,10,low,0,free,38,low
31940,342,2023-10-16 21:48:50,Judge,Grammarly AI,Data Analysis,1,high,6.5,6.927436102882292,-4.27,medium,5,8,7.75,0,0,none,10,high,1,free,10,low
9348,60161,2023-01-14 23:46:12,Mechanical Engineer,AutoGPT,Data Analysis,5,high,8.5,6.481625426725763,20.18,high,8,7,7.62,0,0,none,5,medium,1,freemium,28,high
8576,4419,2023-09-10 18:59:52,Scientist,Midjourney,Medical Notes,4,low,8.0,3.279393090966349,47.21,high,7,4,7.64,0,1,incomplete,8,medium,1,paid,24,high
16002,143410,2023-11-04 13:33:49,Scientist,Notion AI,Exam Preparation,4,low,8.0,3.650153825120705,43.5,high,8,2,3.82,0,0,none,10,low,1,paid,32,low
39027,27220,2024-03-14 04:04:09,Sales Executive,GitHub Copilot,Medical Notes,2,medium,7.0,4.143802883191353,28.56,medium,6,4,8.53,1,0,none,8,medium,1,freemium,32,medium
14450,22960,2024-09-20 19:16:13,Journalist,ChatGPT,Essay Writing,4,high,10.0,5.881559228499713,41.18,high,10,5,7.38,1,0,none,9,low,0,free,31,high
44040,174670,2023-01-22 00:47:13,Architect,Notion AI,Resume Building,4,low,8.0,3.1847611981337485,48.15,high,8,4,3.82,0,0,none,5,high,0,paid,38,low
46186,143432,2024-03-10 08:37:16,Doctor,Pictory,Code Debugging,6,medium,9.0,6.77992580473339,22.2,high,9,5,7.74,0,0,none,9,low,0,free,49,low
14709,152438,2024-03-06 12:02:13,Entrepreneur,DALL-E,Data Analysis,4,high,8.0,5.0735804025280995,29.26,high,8,6,6.98,0,0,none,9,low,0,free,57,low
6605,30911,2024-08-15 15:57:56,Professor,Runway AI,Medical Notes,5,low,8.5,6.658437612346834,18.42,high,7,6,4.73,1,0,none,9,medium,1,paid,41,medium
1249,90912,2024-01-15 11:43:56,Student,DALL-E,Video Creation,2,medium,7.0,5.840025913091015,11.6,medium,6,5,5.22,1,0,none,8,low,0,paid,38,low
25041,135536,2023-12-24 07:50:27,Interior Designer,GitHub Copilot,Data Analysis,1,medium,6.5,3.698149245650251,28.02,medium,5,2,8.9,0,0,none,5,low,0,free,42,medium
33497,162104,2023-05-28 23:15:37,Judge,Notion AI,Exam Preparation,6,high,9.0,3.2999992028365512,57.0,high,8,1,5.52,1,1,hallucination,10,low,0,freemium,32,high
47289,95659,2023-11-27 02:45:41,HR Manager,ChatGPT,Email Drafting,3,high,7.5,4.369642119169455,31.3,medium,7,4,6.49,0,1,irrelevant,6,high,1,paid,57,medium
34965,179256,2024-05-18 14:02:05,Military Officer,GitHub Copilot,Business Strategy,5,medium,8.5,3.697540122064005,48.02,high,7,4,8.69,1,0,none,8,low,0,freemium,40,low
18138,144280,2023-04-11 13:21:38,Judge,AutoGPT,Learning New Topic,6,medium,9.0,4.337006795336816,46.63,high,8,3,3.54,0,1,irrelevant,7,medium,0,free,21,high
7494,90392,2023-02-23 14:26:42,Entrepreneur,AutoGPT,UI Design,5,high,8.5,5.70108471747405,27.99,high,8,5,6.59,0,0,none,6,medium,0,freemium,38,medium
30838,135856,2024-01-13 14:05:27,Civil Engineer,Canva AI,Resume Building,1,low,6.5,5.2499478564668385,12.5,medium,5,5,8.1,1,0,none,9,high,0,paid,8,high
46433,158605,2023-12-20 21:27:10,Professor,Synthesia,Medical Notes,4,medium,8.0,4.1466369398888165,38.53,high,8,3,8.15,0,0,none,5,high,1,paid,54,medium
47275,177887,2024-02-04 04:14:49,Accountant,Claude,Marketing Copy,4,high,8.0,5.185925063021779,28.14,high,7,6,6.1,1,0,none,6,high,0,paid,14,high
25949,105521,2024-07-23 09:38:47,Scientist,Claude,Data Analysis,5,high,8.5,5.729716964971873,27.7,high,8,4,5.15,1,1,irrelevant,8,medium,1,paid,24,high
40052,68166,2023-07-18 01:24:33,Content Creator,Runway AI,Research Summary,6,medium,9.0,3.884362348536462,51.16,high,8,4,6.73,1,1,incomplete,8,low,0,freemium,58,low
12731,32348,2023-10-16 07:51:42,Scientist,Claude,Medical Notes,5,medium,8.5,3.989297863096056,45.11,high,7,2,5.97,1,0,none,5,high,0,freemium,40,high
8353,80112,2024-10-24 17:20:55,YouTuber,Midjourney,Exam Preparation,1,low,6.5,5.268089456772693,12.32,medium,6,3,5.79,0,0,none,6,medium,0,paid,46,low
